Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	P5	P8	Pool	Species	Path
AA391	8219	75828	10.83900406	3.827082344	9	0.2026	34.83277388	9.903831185	48.93297197	16.2200756	6	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA391_trim_adRm.fq.gz
AA392	1325	31781	4.169157673	0.242283125	1	0.2574	19.83943089	6.28005531	58.01304071	19.3435681	7	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA392_trim_adRm.fq.gz
AA393	3747	294203	1.273610398	0.445270782	1	0.2658	41.5303526	15.89764094	55.25431521	12.65805317	8	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA393_trim_adRm.fq.gz
AA394	1119	18678	5.991005461	0.444373059	0	0.5416	25.29824561	17.51870476	63.13722886	16.30974677	9	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA394_trim_adRm.fq.gz
AA395	3827	154343	2.479542318	0.712050433	0	0.2629	30.11875222	10.54986837	50.40959455	15.09747053	10	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA395_trim_adRm.fq.gz
AA396	1142	236438	0.483001886	0.05371387	0	0.2356	20.24513173	4.834122527	50.5205806	13.92127343	11	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA396_trim_adRm.fq.gz
AA397	2025	101513	1.994818398	0.122151843	0	0.4316	19.50564726	3.876541858	54.21765916	16.02127291	12	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA397_trim_adRm.fq.gz
AA398	5936	510620	1.162508323	0.484704869	4	0.0084	33.9682297	11.78959594	45.91577257	11.57095114	13	48	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA398_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
AA123	7562	1195094	0.632753574	0.11471901	0	0.0489	21.29602336	5.785350258	51.5036837	15.70070464	13	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA123_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
AA123	7562	1195094	0.632753574	0.11471901	0	0.0489	21.29602336	5.785350258	51.5036837	15.70070464	13	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA123_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
AA123	7562	1195094	0.632753574	0.11471901	0	0.0489	21.29602336	5.785350258	51.5036837	15.70070464	13	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA123_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
AA123	7562	1195094	0.632753574	0.11471901	0	0.0489	21.29602336	5.785350258	51.5036837	15.70070464	13	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA123_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
AA123	7562	1195094	0.632753574	0.11471901	0	0.0489	21.29602336	5.785350258	51.5036837	15.70070464	13	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA123_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
AA123	7562	1195094	0.632753574	0.11471901	0	0.0489	21.29602336	5.785350258	51.5036837	15.70070464	13	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA123_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
AA123	7562	1195094	0.632753574	0.11471901	0	0.0489	21.29602336	5.785350258	51.5036837	15.70070464	13	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA123_trim_adRm.fq.gz
AA111	46190	367240	12.57760593	2.691427949	220	0.6497	53.26072179	21.17312929	67.84318214	13.0202825	1	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA111_trim_adRm.fq.gz
AA112	40352	6494665	0.621309952	0.381266778	183	0.1114	53.94330414	17.2662075	68.59751954	10.57388531	2	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA112_trim_adRm.fq.gz
AA114	12896	2350352	0.548683772	0.303954472	987	0.0338	48.89791332	20.43769816	59.53791923	14.08995467	4	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA114_trim_adRm.fq.gz
AA115	2405	148438	1.620205069	0.323367332	7	0.2948	31.09964623	19.15304238	62.95054458	15.63294608	5	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA115_trim_adRm.fq.gz
AA116	13547	355607	3.809542557	0.968203663	72	0.5267	47.1492514	24.16937119	62.71378188	14.88671451	6	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA116_trim_adRm.fq.gz
AA117	27149	4140035	0.655767403	0.159781258	34	0.2577	31.09949385	16.8042638	56.65470436	15.59801767	7	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA117_trim_adRm.fq.gz
AA118	5880	692782	0.848751844	0.125147593	32	0.3344	26.80914665	15.13757029	58.15002692	15.65123418	8	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA118_trim_adRm.fq.gz
AA119	164899	481630	34.23769283	23.67335922	338	0.0217	64.71053023	12.37622057	64.83671822	12.193702	9	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA119_trim_adRm.fq.gz
AA120	20053	717332	2.795497761	0.871562958	146	0.3352	42.63621362	16.57083059	60.71337483	15.37660941	10	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA120_trim_adRm.fq.gz
AA121	2952	1413477	0.208846695	0.034241802	0	0.1172	21.00306984	6.173995849	55.29910744	13.87353186	11	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA121_trim_adRm.fq.gz
AA122	45584	10214766	0.44625594	0.084377851	3	0.0749	21.55083942	6.319975705	50.58588469	14.95628772	12	28	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA122_trim_adRm.fq.gz
